Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
conBot-L-CPL-GenZ/50,1.9535381660329593e-5,1.9377419847840306e-5,1.9758395021058635e-5,6.873758540483133e-7,5.077627410647597e-7,1.0897083520497788e-6
conBot-L-CPL-GenZ/60,2.503860020154588e-5,2.4861023077237446e-5,2.5342230485004274e-5,8.368854318581592e-7,6.478601890395164e-7,1.195067713665952e-6
conBot-L-CPL-GenZ/70,3.059845753011117e-5,3.0480131230987583e-5,3.079768165581486e-5,5.958693219912279e-7,3.346168338766293e-7,9.199230998758888e-7
conBot-L-CPL-GenZ/80,3.861002944025544e-5,3.806781262114503e-5,4.0077654269526736e-5,3.069485664576292e-6,1.27355745320374e-6,6.31817320480137e-6
conBot-L-CPL-GenZ/90,4.4463645267965157e-5,4.426716980162474e-5,4.478905957330392e-5,1.0154523855855537e-6,6.412298347893544e-7,1.7074837801035023e-6
conBot-L-CPL-GenZ/100,5.189911157766031e-5,5.1751854977804435e-5,5.2273222688885804e-5,8.246471796272509e-7,4.515894927096703e-7,1.4460445762909773e-6
conBot-L-IPL-GenZ/10,2.7541425814237243e-5,2.7423658200206962e-5,2.7699291764691576e-5,5.363784001891116e-7,4.2165440270619927e-7,7.205184091371239e-7
conBot-L-IPL-GenZ/20,1.5275844875106435e-4,1.523419722256063e-4,1.5346984887153452e-4,1.9360918252959375e-6,1.3079491543186784e-6,2.803261818848883e-6
conBot-L-IPL-GenZ/30,4.5554212093647126e-4,4.536941326731257e-4,4.581888431008603e-4,8.137109814526569e-6,6.696308995126409e-6,9.903756156140442e-6
conBot-L-IPL-GenZ/40,1.0280038376364099e-3,1.0219173736927293e-3,1.0364421005325856e-3,2.743538023230411e-5,2.1173795826216178e-5,4.166827377200212e-5
conBot-L-IPL-GenZ/50,1.9343012797527466e-3,1.925418713929747e-3,1.9444435414842302e-3,3.5635244773213464e-5,2.957273168456491e-5,4.23033939159882e-5
conBot-L-IPL-GenZ/60,3.3227296660520733e-3,3.309575930808418e-3,3.34061178450687e-3,6.025814681262658e-5,4.7519109982930576e-5,8.478558717462855e-5
conBot-L-IPL-GenZ/70,5.174181999911363e-3,5.153588859067133e-3,5.201368248596854e-3,8.215761615379356e-5,5.9642352168856505e-5,1.1001137984840067e-4
conBot-L-IPL-GenZ/80,7.731015477068723e-3,7.690507979717979e-3,7.794929110893922e-3,1.6217221042379707e-4,1.1780623298694743e-4,2.2707144543725066e-4
conBot-L-IPL-GenZ/90,1.0972958785536998e-2,1.092603832552789e-2,1.1035590891453126e-2,1.6925427604152154e-4,1.322956200350911e-4,2.302891035237404e-4
conBot-L-IPL-GenZ/100,1.5044119268535223e-2,1.4974170819685216e-2,1.5156157700645535e-2,2.672362786808154e-4,1.857741029350916e-4,4.3447522839764555e-4
conBot-L-CPL-GenT/10,5.721195718503812e-6,5.693515046564467e-6,5.752419360941262e-6,1.2077920002378115e-7,9.982369879908888e-8,1.6125736355602082e-7
conBot-L-CPL-GenT/20,1.1840418118194148e-5,1.1749740888273944e-5,1.1938558927330129e-5,3.679680926389809e-7,3.119747915569099e-7,4.82539194589397e-7
conBot-L-CPL-GenT/30,1.845180607693405e-5,1.8328076118295774e-5,1.86832820403854e-5,6.845715873261862e-7,4.4196675096268497e-7,1.213644224969e-6
conBot-L-CPL-GenT/40,2.581230769681506e-5,2.550495102967088e-5,2.6677980487974217e-5,1.8612474553707283e-6,6.579584633666303e-7,3.7643666694857637e-6
conBot-L-CPL-GenT/50,3.2985652446689113e-5,3.281683968808383e-5,3.3209026856226004e-5,7.662814622536949e-7,5.807729274240172e-7,1.1325470627259074e-6
conBot-L-CPL-GenT/60,4.190857100216971e-5,4.1535830734666226e-5,4.334056966670377e-5,2.328891420144157e-6,8.570766318404907e-7,5.111663811739278e-6
conBot-L-CPL-GenT/70,5.158999311798718e-5,5.0675369204122934e-5,5.557096536844045e-5,6.438190181961433e-6,1.0992287565268648e-6,1.4901268261410137e-5
conBot-L-CPL-GenT/80,5.9334193390806195e-5,5.9144455337035886e-5,5.966522622005244e-5,9.820071551990187e-7,6.993103267939151e-7,1.4543365153360154e-6
conBot-L-CPL-GenT/90,6.907631448696379e-5,6.893241632120216e-5,6.934929122842003e-5,7.706670866252297e-7,5.218045723352535e-7,1.2373006716700005e-6
conBot-L-CPL-GenT/100,7.97608338933199e-5,7.952897906592672e-5,8.021624265365153e-5,1.1840429243488944e-6,7.66510912996812e-7,1.9694627133286887e-6
conBot-L-IPL-GenT/10,5.821835893145175e-5,5.797042423891523e-5,5.874081370916602e-5,1.3049367147462614e-6,8.445566076443947e-7,1.9701990477714347e-6
conBot-L-IPL-GenT/20,3.4527244434743996e-4,3.440808059684167e-4,3.477278392501785e-4,6.912419863471095e-6,5.243639989837259e-6,9.35695845524494e-6
conBot-L-IPL-GenT/30,1.0601390579068981e-3,1.0562394120644761e-3,1.0667826634119383e-3,1.7962755494680784e-5,1.0812534696172003e-5,2.6373568861336424e-5
conBot-L-IPL-GenT/40,2.4243972145244702e-3,2.4162103847466384e-3,2.43585673353662e-3,3.869906185425033e-5,2.8013248586555936e-5,5.344347728341609e-5
conBot-L-IPL-GenT/50,4.678186854297365e-3,4.660255208201383e-3,4.714064366446503e-3,8.634821491097607e-5,4.692481111803887e-5,1.3507869553498503e-4
conBot-L-IPL-GenT/60,8.096708820315593e-3,8.057273372832066e-3,8.157083996463267e-3,1.558492953421375e-4,1.2235910690520767e-4,1.914468851627696e-4
conBot-L-IPL-GenT/70,1.343375631747195e-2,1.334735113695093e-2,1.358072000082778e-2,3.363138748252042e-4,2.0799330826831166e-4,5.638984995244277e-4
conBot-L-IPL-GenT/80,1.971515387664874e-2,1.95870748494894e-2,1.985523472071975e-2,3.6485555952568173e-4,3.116006858558026e-4,4.338561419162953e-4
conBot-L-IPL-GenT/90,2.7881991684739878e-2,2.772064054889148e-2,2.8251613999028667e-2,5.882499428581768e-4,3.3525244767145424e-4,1.0098107842805414e-3
conBot-L-IPL-GenT/100,3.799779998889099e-2,3.788628323544752e-2,3.818020528061521e-2,3.6039826204760844e-4,1.926539899071166e-4,5.363916492857193e-4
conBot-R-K-GenZ/10,9.413695284300253e-7,9.381067479257137e-7,9.478217955400599e-7,1.7215732554113718e-8,8.703062231928656e-9,3.12963591699052e-8
conBot-R-K-GenZ/20,1.4394886445234895e-6,1.4313143318743288e-6,1.4611232696322418e-6,5.211431951561906e-8,2.3291707535767613e-8,1.0163357094031913e-7
conBot-R-K-GenZ/30,1.9090076730023586e-6,1.9057805487367088e-6,1.91353222103925e-6,1.472759255629033e-8,1.1708049084352926e-8,2.0752487341229783e-8
conBot-R-K-GenZ/40,2.3972725123748334e-6,2.391701540103569e-6,2.404633518892828e-6,2.4171880315357924e-8,1.8804404198513137e-8,3.138928039071548e-8
conBot-R-K-GenZ/50,2.920980905055625e-6,2.9078704427476674e-6,2.9494785021884488e-6,7.215079653339585e-8,5.0278789732218834e-8,1.0742320909995386e-7
conBot-R-K-GenZ/60,3.377785433110659e-6,3.366955539779573e-6,3.403213770362824e-6,5.8076275590340164e-8,3.076153832396022e-8,1.1285724812648714e-7
conBot-R-K-GenZ/70,3.8933220125829606e-6,3.88169227546616e-6,3.910050063792511e-6,5.305268497362083e-8,4.190049034997933e-8,6.69133313531013e-8
conBot-R-K-GenZ/80,4.424781524331629e-6,4.407827707747397e-6,4.447357263235205e-6,7.693209178515803e-8,6.011908629919123e-8,1.2330060108679733e-7
conBot-R-K-GenZ/90,4.981090005782028e-6,4.945102676165692e-6,5.022819895137278e-6,1.5619478693184532e-7,1.293544088738562e-7,1.95092424842685e-7
conBot-R-K-GenZ/100,5.598281542806018e-6,5.546102988200589e-6,5.757727364439256e-6,3.207543666447078e-7,1.440521313773404e-7,6.130334225489747e-7
conBot-R-K-GenT/10,9.131041838866757e-6,9.035155951673397e-6,9.434769121030978e-6,5.857505009055803e-7,2.5184813596600236e-7,1.23215204674336e-6
conBot-R-K-GenT/20,2.1559944304174492e-5,2.1400731112459126e-5,2.1795934588020594e-5,7.495459847560251e-7,5.57001262561983e-7,1.0834238950563978e-6
conBot-R-K-GenT/30,3.787111230937095e-5,3.7522854331875864e-5,3.842426165913934e-5,1.6841243221166545e-6,1.0538774315313124e-6,3.1298871042870024e-6
conBot-R-K-GenT/40,5.792639356133725e-5,5.747754643511693e-5,5.9002552309649345e-5,2.61459313807956e-6,1.3665402024937053e-6,5.313966963816759e-6
conBot-R-K-GenT/50,8.16344181424264e-5,8.110517989443117e-5,8.245429369161966e-5,2.489679657011325e-6,1.898309326018399e-6,4.005080724306583e-6
conBot-R-K-GenT/60,1.0687918007532643e-4,1.0640192063290392e-4,1.0769261837259529e-4,2.425016242296551e-6,1.6257039559462665e-6,3.374589150151015e-6
conBot-R-K-GenT/70,1.359181262634951e-4,1.352812593738068e-4,1.369578214798153e-4,3.1834264053272404e-6,2.1235313474164518e-6,4.91367076834342e-6
conBot-R-K-GenT/80,1.737471319991525e-4,1.7235300740327578e-4,1.761122604202857e-4,6.763644789398559e-6,4.936529971060007e-6,9.101529513941176e-6
conBot-R-K-GenT/90,2.1530141838069114e-4,2.1303872665896683e-4,2.183079634217659e-4,9.70915135568976e-6,7.705968489359116e-6,1.2779639326093082e-5
conBot-R-K-GenT/100,2.5136215979307264e-4,2.5045975101260353e-4,2.5300605846655057e-4,4.54297387966292e-6,2.9173506183228636e-6,7.216658438542581e-6
